zipcode,sido,gugun,dong,ri,bunji,seq
17903,경기,평택시,합정동,,1∼361,30056
17907,경기,평택시,합정동,,362∼599,30057
17908,경기,평택시,합정동,,600∼756,30058
17904,경기,평택시,합정동,,757∼776,30059
17904,경기,평택시,합정동,,777∼900,30060
17915,경기,평택시,합정동,,,30061
17948,경기,평택시,현덕면,권관리,,30062
17948,경기,평택시,현덕면,기산리,,30063
17970,경기,평택시,현덕면,대안리,,30064
17970,경기,평택시,현덕면,덕목리,,30065
17948,경기,평택시,현덕면,도대리,,30066
17946,경기,평택시,현덕면,방축리,,30067
17970,경기,평택시,현덕면,신왕리,,30068
17946,경기,평택시,현덕면,운정리,,30069
17946,경기,평택시,현덕면,인광리,,30070
17948,경기,평택시,현덕면,장수리,,30071
17946,경기,평택시,현덕면,화양리,,30072
17970,경기,평택시,현덕면,황산리,,30073
17970,경기,평택시,현덕면,,,30074
11168,경기,포천시,가산면,가산리,,30075
11164,경기,포천시,가산면,감암리,,30076
11167,경기,포천시,가산면,금현리,,30077
11164,경기,포천시,가산면,마산리,,30078
11165,경기,포천시,가산면,마전리,,30079
11168,경기,포천시,가산면,방축리,,30080
11166,경기,포천시,가산면,우금리,,30081
11167,경기,포천시,가산면,정교리,,30082
11167,경기,포천시,가산면,,,30083
11101,경기,포천시,관인면,냉정리,,30084
11101,경기,포천시,관인면,사정리,,30085
11100,경기,포천시,관인면,삼율리,,30086
11100,경기,포천시,관인면,중리,,30087
11101,경기,포천시,관인면,초과리,,30088
11101,경기,포천시,관인면,탄동리,,30089
11101,경기,포천시,관인면,,,30090
11153,경기,포천시,군내면,포천경찰서,,30091
11154,경기,포천시,군내면,구읍리 포천소방서,,30092
11152,경기,포천시,군내면,구읍리,,30093
11156,경기,포천시,군내면,명산리,,30094
11152,경기,포천시,군내면,상성북리,,30095
11154,경기,포천시,군내면,용정리,,30096
11157,경기,포천시,군내면,유교리,,30097
11156,경기,포천시,군내면,좌의리,,30098
11155,경기,포천시,군내면,직두리,,30099
11151,경기,포천시,군내면,하성북리,,30100
11151,경기,포천시,군내면,,,30101
11189,경기,포천시,내촌면,내리,,30102
11191,경기,포천시,내촌면,마명리,,30103
11188,경기,포천시,내촌면,소학리,,30104
11188,경기,포천시,내촌면,신팔리,,30105
11192,경기,포천시,내촌면,음현리,,30106
11190,경기,포천시,내촌면,진목리,,30107
11190,경기,포천시,내촌면,,,30108
11163,경기,포천시,동교동,,,30109
11159,경기,포천시,선단동,대진대학교,,30110
11162,경기,포천시,선단동,세창아파트,,30111
11161,경기,포천시,선단동,,,30112
11160,경기,포천시,설운동,,,30113
11177,경기,포천시,소흘읍,송우리 고운마을주공4단지아파트,(401∼413동),30114
11175,경기,포천시,소흘읍,금용아파트,,30115
11173,경기,포천시,소흘읍,대방노블랜드아파트,(101∼108동),30116
11184,경기,포천시,소흘읍,대방샤인빌아파트,,30117
11182,경기,포천시,소흘읍,상운아파트,,30118
11173,경기,포천시,소흘읍,송우리 송천마을뜨란채2단지아파트,(201∼216동),30119
11180,경기,포천시,소흘읍,영화마을아파트,,30120
11176,경기,포천시,소흘읍,송우리 우정아파트,(1∼12동),30121
11178,경기,포천시,소흘읍,원일아파트,,30122
11178,경기,포천시,소흘읍,일신아파트,,30123
11176,경기,포천시,소흘읍,송우리 추산마을주공5단지아파트,(501∼508동),30124
11172,경기,포천시,소흘읍,송우리 태봉마을주공3단지아파트,(301∼319동),30125
11175,경기,포천시,소흘읍,한국개나리아파트,,30126
11185,경기,포천시,소흘읍,고모리,,30127
11187,경기,포천시,소흘읍,무림리,,30128
11183,경기,포천시,소흘읍,무봉리,,30129
11171,경기,포천시,소흘읍,송우1리,,30130
11171,경기,포천시,소흘읍,송우2리,,30131
11171,경기,포천시,소흘읍,송우3리,,30132
11171,경기,포천시,소흘읍,송우4리,,30133
11179,경기,포천시,소흘읍,송우5리,,30134
11179,경기,포천시,소흘읍,송우6리,,30135
11179,경기,포천시,소흘읍,송우7리,,30136
11171,경기,포천시,소흘읍,송우리,,30137
11181,경기,포천시,소흘읍,이가팔리,,30138
11186,경기,포천시,소흘읍,이곡리,,30139
11184,경기,포천시,소흘읍,이동교리,,30140
11186,경기,포천시,소흘읍,직동리,,30141
11182,경기,포천시,소흘읍,초가팔리,,30142
11182,경기,포천시,소흘읍,,,30143
11139,경기,포천시,신북면,거산아파트,,30144
11138,경기,포천시,신북면,경복대학교,,30145
11139,경기,포천시,신북면,산호아파트,,30146
11139,경기,포천시,신북면,신포천아파트,,30147
11139,경기,포천시,신북면,기지리 윤중아파트,(101∼106동),30148
11139,경기,포천시,신북면,포미재아파트,,30149
11140,경기,포천시,신북면,가채리,,30150
11137,경기,포천시,신북면,갈월리,,30151
11136,경기,포천시,신북면,계류리,,30152
11136,경기,포천시,신북면,고일리,,30153
11137,경기,포천시,신북면,금동리,,30154
11139,경기,포천시,신북면,기지리,,30155
11137,경기,포천시,신북면,덕둔리,,30156
11138,경기,포천시,신북면,만세교리,,30157
11136,경기,포천시,신북면,삼성당리,,30158
11137,경기,포천시,신북면,삼정리,,30159
11138,경기,포천시,신북면,신평리,,30160
11136,경기,포천시,신북면,심곡리,,30161
11136,경기,포천시,신북면,,,30162
11144,경기,포천시,신읍동,골든아파트,,30163
11148,경기,포천시,신읍동,극동1차스타클래스,(101∼103동),30164
11148,경기,포천시,신읍동,극동1차스타클래스,(201∼203동),30165
11148,경기,포천시,신읍동,극동2차스타클래스아파트,(101∼105동),30166
11147,경기,포천시,신읍동,농협중앙회포천시지부,,30167
11148,경기,포천시,신읍동,백자아파트,,30168
11141,경기,포천시,신읍동,유한아파트,,30169
11141,경기,포천시,신읍동,일신아파트,,30170
11149,경기,포천시,신읍동,포천등기소,,30171
11147,경기,포천시,신읍동,포천시청,,30172
11144,경기,포천시,신읍동,포천우체국,,30173
11141,경기,포천시,신읍동,한국아파트,,30174
11142,경기,포천시,신읍동,한신아파트,,30175
11142,경기,포천시,신읍동,현대아파트,,30176
11144,경기,포천시,신읍동,,1∼22,30177
11147,경기,포천시,신읍동,,23∼64,30178
11141,경기,포천시,신읍동,,65∼118,30179
11147,경기,포천시,신읍동,,119∼143,30180
11144,경기,포천시,신읍동,,144∼260,30181
11141,경기,포천시,신읍동,,261∼700,30182
11141,경기,포천시,신읍동,,,30183
11150,경기,포천시,어룡동,,,30184
11108,경기,포천시,영북면,대회산리,,30185
11107,경기,포천시,영북면,문암리,,30186
11103,경기,포천시,영북면,산정리,,30187
11108,경기,포천시,영북면,소회산리,,30188
11109,경기,포천시,영북면,야미리,,30189
11106,경기,포천시,영북면,운천1리,,30190
11106,경기,포천시,영북면,운천2리,,30191
11105,경기,포천시,영북면,운천3리,,30192
11105,경기,포천시,영북면,운천4리,,30193
11105,경기,포천시,영북면,운천5리,,30194
11105,경기,포천시,영북면,운천6리,,30195
11106,경기,포천시,영북면,운천7리,,30196
11106,경기,포천시,영북면,운천8리,,30197
11106,경기,포천시,영북면,운천9리,,30198
11106,경기,포천시,영북면,운천리,,30199
11102,경기,포천시,영북면,자일리,,30200
11102,경기,포천시,영북면,,,30201
11130,경기,포천시,영중면,거사리,,30202
11131,경기,포천시,영중면,금주리,,30203
11127,경기,포천시,영중면,성동리,,30204
11129,경기,포천시,영중면,양문리,,30205
11126,경기,포천시,영중면,영송리,,30206
11126,경기,포천시,영중면,영평리,,30207
11126,경기,포천시,영중면,,,30208
11112,경기,포천시,이동면,노곡리,,30209
11113,경기,포천시,이동면,도평리,,30210
11113,경기,포천시,이동면,연곡리,,30211
11111,경기,포천시,이동면,장암리,,30212
11111,경기,포천시,이동면,,,30213
11116,경기,포천시,일동면,기산1리,,30214
11116,경기,포천시,일동면,기산2리,,30215
11116,경기,포천시,일동면,기산3리,,30216
11116,경기,포천시,일동면,기산4리,,30217
11117,경기,포천시,일동면,기산5리,,30218
11117,경기,포천시,일동면,기산6리,,30219
11117,경기,포천시,일동면,기산7리,,30220
11117,경기,포천시,일동면,기산8리,,30221
11116,경기,포천시,일동면,기산리,,30222
11121,경기,포천시,일동면,길명리,,30223
11118,경기,포천시,일동면,사직리,,30224
11115,경기,포천시,일동면,수입리,,30225
11122,경기,포천시,일동면,유동리,,30226
11118,경기,포천시,일동면,화대리,,30227
11118,경기,포천시,일동면,,,30228
11158,경기,포천시,자작동,,,30229
11134,경기,포천시,창수면,가양리,,30230
11133,경기,포천시,창수면,고소성리,,30231
11133,경기,포천시,창수면,신흥리,,30232
11133,경기,포천시,창수면,오가리,,30233
11133,경기,포천시,창수면,운산리,,30234
11134,경기,포천시,창수면,주원1리,,30235
11134,경기,포천시,창수면,주원2리,,30236
11133,경기,포천시,창수면,주원3리,,30237
11133,경기,포천시,창수면,주원4리,,30238
11133,경기,포천시,창수면,주원5리,,30239
11134,경기,포천시,창수면,주원리,,30240
11134,경기,포천시,창수면,추동리,,30241
11134,경기,포천시,창수면,,,30242
11125,경기,포천시,화현면,명덕리,,30243
11124,경기,포천시,화현면,지현리,,30244
11123,경기,포천시,화현면,화현리,,30245
11123,경기,포천시,화현면,,,30246
12991,경기,하남시,감북동,,1∼399,30247
12991,경기,하남시,감북동,,400∼499,30248
12991,경기,하남시,감북동,,,30249
12997,경기,하남시,감이동,,,30250
12992,경기,하남시,감일동,,,30251
12989,경기,하남시,광암동,,,30252
13018,경기,하남시,교산동,,,30253
12965,경기,하남시,덕풍1동,덕풍동벽산블루밍아파트,(101∼107동),30254
12980,경기,하남시,덕풍1동,덕풍쌍용아파트,,30255
12979,경기,하남시,덕풍1동,덕풍현대아파트,,30256
12981,경기,하남시,덕풍1동,한솔리치빌1단지아파트,(101∼110동),30257
12981,경기,하남시,덕풍1동,한솔리치빌2단지아파트,(201∼205동),30258
12981,경기,하남시,덕풍1동,한솔리치빌3단지아파트,(301∼303동),30259
12981,경기,하남시,덕풍1동,한솔리치빌5단지아파트,(501∼504동),30260
12977,경기,하남시,덕풍1동,,산54∼60,30261
12977,경기,하남시,덕풍1동,,431∼435,30262
12978,경기,하남시,덕풍1동,,436∼623,30263
12978,경기,하남시,덕풍1동,,,30264
12966,경기,하남시,덕풍2동,라인아파트,,30265
12972,경기,하남시,덕풍2동,서해아파트,,30266
12972,경기,하남시,덕풍2동,케이씨씨아파트,(101∼104동),30267
12975,경기,하남시,덕풍2동,하남우체국,,30268
12973,경기,하남시,덕풍2동,하남자이아파트,(101∼110동),30269
12966,경기,하남시,덕풍2동,하남한솔솔파크,(101∼111동),30270
12975,경기,하남시,덕풍2동,,산24∼46,30271
12976,경기,하남시,덕풍2동,,산47∼53,30272
12971,경기,하남시,덕풍2동,,324∼329,30273
12971,경기,하남시,덕풍2동,,330∼335,30274
12971,경기,하남시,덕풍2동,,336∼344,30275
12975,경기,하남시,덕풍2동,,345∼368,30276
12976,경기,하남시,덕풍2동,,369∼374,30277
12971,경기,하남시,덕풍2동,,375∼381,30278
12971,경기,하남시,덕풍2동,,382∼391,30279
12976,경기,하남시,덕풍2동,,419∼430,30280
12975,경기,하남시,덕풍2동,,,30281
12926,경기,하남시,덕풍3동,대명세라뷰아파트,(101∼104동),30282
12926,경기,하남시,덕풍3동,동원베네스트아파트,(101∼107동),30283
12928,경기,하남시,덕풍3동,삼부르네상스아파트,(101∼114동),30284
12930,경기,하남시,덕풍3동,아이테코,,30285
12930,경기,하남시,덕풍3동,우남퍼스트빌리젠트아파트,(101∼104동),30286
12930,경기,하남시,덕풍3동,제일풍경채1단지아파트,(101∼109동),30287
12930,경기,하남시,덕풍3동,제일풍경채2단지아파트,(201∼207동),30288
12967,경기,하남시,덕풍3동,진모루현대아파트,,30289
12934,경기,하남시,덕풍3동,참아름아파트,(401∼411동),30290
12926,경기,하남시,덕풍3동,하남풍산센트레빌아파트,(101∼105동),30291
12934,경기,하남시,덕풍3동,하남풍산아이파크1단지아파트,(101∼114동),30292
12934,경기,하남시,덕풍3동,하남풍산아이파크5단지아파트,(501∼508동),30293
12927,경기,하남시,덕풍3동,하남풍산지구E-MART,,30294
12931,경기,하남시,덕풍3동,휴먼시아꽃뫼마을1단지아파트,(101∼111동),30295
12931,경기,하남시,덕풍3동,휴먼시아꽃뫼마을2단지아파트,(201∼209동),30296
12934,경기,하남시,덕풍3동,휴먼시아새뜰마을아파트3단지,(301∼307동),30297
12934,경기,하남시,덕풍3동,휴먼시아새뜰마을아파트4단지,(401∼406동),30298
12935,경기,하남시,덕풍3동,,산1∼23,30299
12935,경기,하남시,덕풍3동,,1∼209,30300
12932,경기,하남시,덕풍3동,,210∼284,30301
12935,경기,하남시,덕풍3동,,285∼317,30302
12935,경기,하남시,덕풍3동,,318∼323,30303
12969,경기,하남시,덕풍3동,,392∼418,30304
12929,경기,하남시,덕풍3동,,696∼728,30305
12927,경기,하남시,덕풍3동,,730∼742,30306
12927,경기,하남시,덕풍3동,,743∼745,30307
12926,경기,하남시,덕풍3동,,746∼749,30308
12926,경기,하남시,덕풍3동,,750∼756,30309
12930,경기,하남시,덕풍3동,,757∼765,30310
12937,경기,하남시,덕풍3동,,767∼774,30311
12937,경기,하남시,덕풍3동,,778∼790,30312
12933,경기,하남시,덕풍3동,,791∼820,30313
12936,경기,하남시,덕풍3동,,824∼828,30314
12936,경기,하남시,덕풍3동,,,30315
12934,경기,하남시,덕풍동,,,30316
12902,경기,하남시,망월동,한강유역환경청,,30317
12921,경기,하남시,망월동,,,30318
12900,경기,하남시,미사동,,,30319
13029,경기,하남시,배알미동,,,30320
13022,경기,하남시,상사창동,,,30321
13026,경기,하남시,상산곡동,,,30322
12901,경기,하남시,선동,,,30323
12958,경기,하남시,신장1동,성원상떼빌주상복합아파트,,30324
12962,경기,하남시,신장1동,하남신장현대홈타운아파트,(101∼102동),30325
12957,경기,하남시,신장1동,,410∼426,30326
12957,경기,하남시,신장1동,,427∼434,30327
12958,경기,하남시,신장1동,,435∼445,30328
12958,경기,하남시,신장1동,,,30329
12945,경기,하남시,신장2동,대명강변타운아파트,(101∼119동),30330
12946,경기,하남시,신장2동,동일아파트,,30331
12953,경기,하남시,신장2동,백송아파트,,30332
12953,경기,하남시,신장2동,백조현대아파트,,30333
12947,경기,하남시,신장2동,에코타운,,30334
12951,경기,하남시,신장2동,하남시청,,30335
12946,경기,하남시,신장2동,한국아파트,,30336
12940,경기,하남시,신장2동,,17∼330,30337
12950,경기,하남시,신장2동,,331∼409,30338
12950,경기,하남시,신장2동,,446∼469,30339
12962,경기,하남시,신장2동,,470∼475,30340
12950,경기,하남시,신장2동,,476∼523,30341
12940,경기,하남시,신장2동,,524∼526,30342
12962,경기,하남시,신장2동,,527∼533,30343
12949,경기,하남시,신장2동,,560∼565,30344
12949,경기,하남시,신장2동,,,30345
12945,경기,하남시,신장동,,,30346
12944,경기,하남시,창우동,부영아파트,,30347
12955,경기,하남시,창우동,신안아파트,,30348
12954,경기,하남시,창우동,은행뉴서울아파트,(101∼105동),30349
12954,경기,하남시,창우동,은행동부아파트,(111∼115동),30350
12954,경기,하남시,창우동,은행쌍용아파트,(116∼120동),30351
12954,경기,하남시,창우동,은행한신아파트,(106∼110동),30352
13023,경기,하남시,창우동,,,30353
12956,경기,하남시,천현동,,1∼609,30354
12962,경기,하남시,천현동,,610∼621,30355
13024,경기,하남시,천현동,,,30356
12986,경기,하남시,초이동,,,30357
12985,경기,하남시,초일동,,,30358
13016,경기,하남시,춘궁동,,,30359
12984,경기,하남시,풍산동,,,30360
13019,경기,하남시,하사창동,,,30361
12927,경기,하남시,하산곡동,하남경찰서,,30362
13024,경기,하남시,하산곡동,,,30363
13007,경기,하남시,학암동,,,30364
13021,경기,하남시,항동,,,30365
18388,경기,화성시,기산동,경기도농업기술원,,30366
18386,경기,화성시,기산동,대우푸르지오아파트,(101∼116동),30367
18385,경기,화성시,기산동,참누리1단지아파트,(101∼113동),30368
18385,경기,화성시,기산동,참누리2단지아파트,(201∼207동),30369
18395,경기,화성시,기산동,행림마을삼성래미안1차아파트,(101∼106동),30370
18387,경기,화성시,기산동,,,30371
18337,경기,화성시,기안동,광도와이드빌아파트,,30372
18338,경기,화성시,기안동,신일해피트리,(101∼113동),30373
18337,경기,화성시,기안동,우림그린빌리지,,30374
18337,경기,화성시,기안동,평생플러스빌아파트,(101∼104동),30375
18342,경기,화성시,기안동,풍성신미주아파트,(101∼120동),30376
18339,경기,화성시,기안동,,,30377
18271,경기,화성시,남양읍,남양리 남양아이파크아파트,(101∼105동),30378
18271,경기,화성시,남양읍,남양리 남양우림필유아파트,(101∼106동),30379
18275,경기,화성시,남양읍,남양리 대광아파트,(101∼114동),30380
18274,경기,화성시,남양읍,남양리 신경대학교,,30381
18259,경기,화성시,남양읍,남양리 우림아파트,(101∼114동),30382
18280,경기,화성시,남양읍,장덕리 현대기아자동차남양연구소,,30383
18270,경기,화성시,남양읍,남양리 현대아파트,(101∼103동),30384
18274,경기,화성시,남양읍,남양리 화성시청,,30385
18258,경기,화성시,남양읍,남양리,,30386
18279,경기,화성시,남양읍,무송리,,30387
18251,경기,화성시,남양읍,문호리,,30388
18255,경기,화성시,남양읍,북양리,,30389
18254,경기,화성시,남양읍,송림리,,30390
18252,경기,화성시,남양읍,수화리,,30391
18253,경기,화성시,남양읍,시리,,30392
18269,경기,화성시,남양읍,신남리,,30393
18252,경기,화성시,남양읍,신외리,,30394
18278,경기,화성시,남양읍,안석리,,30395
18279,경기,화성시,남양읍,온석리,,30396
18253,경기,화성시,남양읍,원천리,,30397
18281,경기,화성시,남양읍,장덕리,,30398
18252,경기,화성시,남양읍,장전리,,30399
18278,경기,화성시,남양읍,활초리,,30400
18278,경기,화성시,남양읍,,,30401
18425,경기,화성시,능동,능동마을이지더원아파트,(771∼780동),30402
18424,경기,화성시,능동,동탄능동마을상록예가아파트,(751∼758동),30403
18424,경기,화성시,능동,동탄능동마을주공아파트,(701∼741동),30404
18431,경기,화성시,능동,동탄숲속마을자연앤경남아너스빌아파트,(801∼809동),30405
18427,경기,화성시,능동,모아미래도2단지아파트,(881∼885동),30406
18431,경기,화성시,능동,숲속마을광명메이루즈아파트,(811∼821동),30407
18430,경기,화성시,능동,숲속마을모아미래도1단지아파트,(841∼856동),30408
18426,경기,화성시,능동,숲속마을자연앤경남아너스빌아파트,(831∼836동),30409
18430,경기,화성시,능동,숲속마을자연앤데시앙아파트,(861∼880동),30410
18420,경기,화성시,능동,숲속마을풍성신미주아파트,(891∼898동),30411
18418,경기,화성시,능동,우남퍼스트빌2차아파트,(201∼210동),30412
18418,경기,화성시,능동,우남퍼스트빌3차아파트,(301∼306동),30413
18429,경기,화성시,능동,푸른마을두산위브아파트,(921∼931동),30414
18429,경기,화성시,능동,푸른마을모아미래도아파트,(941∼953동),30415
18429,경기,화성시,능동,푸른마을신일해피트리아파트,(961∼973동),30416
18429,경기,화성시,능동,푸른마을포스코더샵아파트,(901∼915동),30417
18422,경기,화성시,능동,,,30418
18511,경기,화성시,동탄면,금곡리,,30419
18510,경기,화성시,동탄면,목리,,30420
18511,경기,화성시,동탄면,방교리,,30421
18510,경기,화성시,동탄면,산척리,,30422
18510,경기,화성시,동탄면,송리,,30423
18510,경기,화성시,동탄면,신리,,30424
18510,경기,화성시,동탄면,장지리,,30425
18465,경기,화성시,동탄면,중리,,30426
18465,경기,화성시,동탄면,,,30427
18538,경기,화성시,마도면,석교리 외국인보호소,,30428
18537,경기,화성시,마도면,고모리,,30429
18537,경기,화성시,마도면,금당리,,30430
18540,경기,화성시,마도면,두곡리,,30431
18537,경기,화성시,마도면,백곡리,,30432
18537,경기,화성시,마도면,석교리,,30433
18540,경기,화성시,마도면,송정리,,30434
18537,경기,화성시,마도면,슬항리,,30435
18537,경기,화성시,마도면,쌍송리,,30436
18540,경기,화성시,마도면,청원리,,30437
18537,경기,화성시,마도면,해문리,,30438
18537,경기,화성시,마도면,,,30439
18286,경기,화성시,매송면,송라리,,30440
18287,경기,화성시,매송면,숙곡리,,30441
18286,경기,화성시,매송면,야목리,,30442
18287,경기,화성시,매송면,어천리,,30443
18286,경기,화성시,매송면,원리,,30444
18287,경기,화성시,매송면,원평리,,30445
18290,경기,화성시,매송면,천천리,,30446
18290,경기,화성시,매송면,,,30447
18442,경기,화성시,반송동,나루마을신도브래뉴아파트,(611∼620동),30448
18457,경기,화성시,반송동,나루마을우림루미아트아파트,(601∼604동),30449
18457,경기,화성시,반송동,나루마을월드메르디앙아파트,(635∼638동),30450
18457,경기,화성시,반송동,나루마을월드메르디앙아파트,(641∼646동),30451
18441,경기,화성시,반송동,동탄나루마을한화꿈에그린아파트,(621∼630동),30452
18439,경기,화성시,반송동,동탄새강마을휴먼시아아파트,(501∼508동),30453
18439,경기,화성시,반송동,동탄새강마을휴먼시아아파트,(511∼529동),30454
18439,경기,화성시,반송동,메타폴리스,(A∼D동),30455
18456,경기,화성시,반송동,솔빛마을경남아너스빌아파트,(401∼407동),30456
18443,경기,화성시,반송동,솔빛마을서해그랑블아파트,(411∼421동),30457
18456,경기,화성시,반송동,솔빛마을신도브래뉴아파트,(431∼438동),30458
18443,경기,화성시,반송동,솔빛마을쌍용예가아파트,(441∼454동),30459
18444,경기,화성시,반송동,시범다은마을다숲캐슬아파트,(301∼306동),30460
18444,경기,화성시,반송동,시범다은마을삼성래미안아파트,(307∼313동),30461
18438,경기,화성시,반송동,시범다은마을우남퍼스트빌아파트,(349∼356동),30462
18438,경기,화성시,반송동,시범다은마을월드메르디앙반도유보라아파트,(331∼348동),30463
18444,경기,화성시,반송동,시범다은마을포스코더샵아파트,(314∼321동),30464
18436,경기,화성시,반송동,시범다은마을풍성신미주아파트,(361∼366동),30465
18436,경기,화성시,반송동,시범한빛마을KCC스위첸아파트,(211∼216동),30466
18437,경기,화성시,반송동,시범한빛마을금호어울림아파트,(241∼245동),30467
18446,경기,화성시,반송동,시범한빛마을동탄아이파크아파트,(221∼228동),30468
18446,경기,화성시,반송동,시범한빛마을삼부르네상스아파트,(201∼210동),30469
18437,경기,화성시,반송동,시범한빛마을한화꿈에그린아파트,(231∼236동),30470
18437,경기,화성시,반송동,우림필유타운하우스아파트,(101∼118동),30471
18457,경기,화성시,반송동,한화우림아파트,(601∼608동),30472
18434,경기,화성시,반송동,,,30473
18379,경기,화성시,반월동,두산위브아파트,(101∼206동),30474
18380,경기,화성시,반월동,반달마을푸르지오아파트,(301∼307동),30475
18448,경기,화성시,반월동,삼성전자(주)화성사업장,,30476
18377,경기,화성시,반월동,신영통현대1차아파트,(101∼112동),30477
18376,경기,화성시,반월동,신영통현대2차아파트,(201∼216동),30478
18376,경기,화성시,반월동,신영통현대3차아파트,(301∼311동),30479
18376,경기,화성시,반월동,신영통현대4차아파트,(401∼408동),30480
18385,경기,화성시,반월동,행림마을삼성래미안2차아파트,(201∼205동),30481
18384,경기,화성시,반월동,,,30482
18374,경기,화성시,반정동,,,30483
18340,경기,화성시,배양동,,,30484
18415,경기,화성시,병점동,구봉마을우남퍼스트빌1차아파트,(101∼105동),30485
18414,경기,화성시,병점동,남수원두산아파트,,30486
18409,경기,화성시,병점동,느치미마을주공2단지,(201∼211동),30487
18409,경기,화성시,병점동,느치미마을주공3단지,(301∼308동),30488
18415,경기,화성시,병점동,느치미마을주공4단지,(401∼409동),30489
18413,경기,화성시,병점동,늘벗마을신창1차아파트,(101∼120동),30490
18411,경기,화성시,병점동,대창그린아파트,(101∼107동),30491
18418,경기,화성시,병점동,성호1차아파트,(101∼105동),30492
18421,경기,화성시,병점동,신미주아파트,(101∼106동),30493
18419,경기,화성시,병점동,신창비바훼밀리2차,(201∼209동),30494
18402,경기,화성시,병점동,신한에스빌1단지,(101∼110동),30495
18402,경기,화성시,병점동,신한에스빌2단지,(201∼203동),30496
18408,경기,화성시,병점동,안화동마을주공5단지,(501∼507동),30497
18408,경기,화성시,병점동,안화동마을주공6단지,(601∼610동),30498
18407,경기,화성시,병점동,안화동마을주공7단지,(701∼709동),30499
18406,경기,화성시,병점동,안화동마을주공8단지,(801∼809동),30500
18405,경기,화성시,병점동,안화동마을주공9단지,(901∼909동),30501
18415,경기,화성시,병점동,안화마을우남퍼스트빌2차아파트,(201∼208동),30502
18418,경기,화성시,병점동,우남퍼스트빌3차아파트,(301∼309동),30503
18417,경기,화성시,병점동,임광그대가아파트,(101∼110동),30504
18411,경기,화성시,병점동,주공1단지아파트,(101∼115동),30505
18417,경기,화성시,병점동,한신아파트,(101∼110동),30506
18412,경기,화성시,병점동,한일타운아파트,(101∼106동),30507
18412,경기,화성시,병점동,,,30508
18312,경기,화성시,봉담읍,수영리 동남메리트아파트,,30509
18316,경기,화성시,봉담읍,상리 동문아파트,(101∼106동),30510
18317,경기,화성시,봉담읍,동화리 동화마을동일하이빌아파트,(101∼109동),30511
18321,경기,화성시,봉담읍,와우리 봉담그대가3단지아파트,(301∼319동),30512
18334,경기,화성시,봉담읍,유리 봉담기산베스트빌아파트,(101∼105동),30513
18322,경기,화성시,봉담읍,와우리 봉담아이파크,(101∼108동),30514
18322,경기,화성시,봉담읍,와우리 봉담휴먼빌,(101∼206동),30515
18315,경기,화성시,봉담읍,상리 삼봉마을주공아파트,(101∼107동),30516
18332,경기,화성시,봉담읍,왕림리 수원가톨릭대학교,,30517
18323,경기,화성시,봉담읍,와우리 수원대학교,,30518
18322,경기,화성시,봉담읍,와우리 신명아파트,,30519
18315,경기,화성시,봉담읍,상리 신안인스빌아파트,(101∼106동),30520
18321,경기,화성시,봉담읍,와우리 신일해피트리2차아파트,(101∼107동),30521
18328,경기,화성시,봉담읍,와우리 쌍용스윗닷홈아파트,(101∼119동),30522
18297,경기,화성시,봉담읍,수영리 쌍용예가아파트,(101∼109동),30523
18331,경기,화성시,봉담읍,상리 장안대학,,30524
18300,경기,화성시,봉담읍,동화리 클래식타운아파트,(101∼110동),30525
18299,경기,화성시,봉담읍,동화리 한국농수산대학,,30526
18315,경기,화성시,봉담읍,상리 한신아파트,,30527
18315,경기,화성시,봉담읍,수영리 한울마을신창비바패밀리아파트,(101∼206동),30528
18321,경기,화성시,봉담읍,와우리 해오름마을봉담그대가1단지아파트,(101∼105동),30529
18321,경기,화성시,봉담읍,와우리 해오름마을봉담그대가2단지아파트,(201∼202동),30530
18330,경기,화성시,봉담읍,상리 협성대학교,,30531
18330,경기,화성시,봉담읍,와우리 화성세무서,,30532
18302,경기,화성시,봉담읍,동화리 휴먼시아1단지아파트,(101∼107동),30533
18301,경기,화성시,봉담읍,동화리 휴먼시아2단지아파트,(201∼211동),30534
18301,경기,화성시,봉담읍,동화리 휴먼시아3단지아파트,(301∼310동),30535
18302,경기,화성시,봉담읍,동화리 휴먼시아4단지아파트,(401∼409동),30536
18319,경기,화성시,봉담읍,동화리 휴먼시아5단지아파트,(501∼509동),30537
18318,경기,화성시,봉담읍,동화리 휴먼시아6단지아파트,(601∼608동),30538
18294,경기,화성시,봉담읍,내리,,30539
18334,경기,화성시,봉담읍,당하리,,30540
18336,경기,화성시,봉담읍,덕리,,30541
18336,경기,화성시,봉담읍,덕우리,,30542
18303,경기,화성시,봉담읍,동화리,,30543
18334,경기,화성시,봉담읍,마하리,,30544
18329,경기,화성시,봉담읍,분천리,,30545
18333,경기,화성시,봉담읍,상기리,,30546
18294,경기,화성시,봉담읍,상리,,30547
18334,경기,화성시,봉담읍,세곡리,,30548
18327,경기,화성시,봉담읍,수기리,,30549
18313,경기,화성시,봉담읍,수영리,,30550
18321,경기,화성시,봉담읍,와우리,,30551
18332,경기,화성시,봉담읍,왕림리,,30552
18334,경기,화성시,봉담읍,유리,,30553
18336,경기,화성시,봉담읍,하가등리,,30554
18336,경기,화성시,봉담읍,,,30555
18283,경기,화성시,비봉면,구포리,,30556
18284,경기,화성시,비봉면,남전리,,30557
18284,경기,화성시,비봉면,삼화리,,30558
18283,경기,화성시,비봉면,쌍학리,,30559
